	Meaty	Medicinal	Chocolate	Wood	Spice	Herbaceous	Berry	Dairy	Green	Nutty	Petrol	Floral	Caramel	Sulphur	Tree fruit	Tropical	Marine	Earthy	Melon	Sour	Citrus	Roasted	Phenol	Pungent	Smoke	Toasted	Savory
250	0.11	0.44	0.25	0.87	0.68	0.68	0.19	0.19	0.36	0.26	0.5	0.62	0.55	0.09	0.31	0.12	0.29	0.33	0.11	0.33	0.63	0.13	0.33	0.46	0.11	0.14	0.5
251	0.14	0.29	0.29	0.18	0.23	0.29	0.2	0.38	0.4	0.33	0.67	0.41	0.37	0.14	0.16	0.13	0.5	0.36	0.22	0.6	0.32	0.09	0.33	0.48	0.11	0.14	0.5
252	0.03	0.19	0.04	0.12	0.26	0.15	0.03	0.12	0.1	0.05	0.67	0.06	0.1	0.14	0.06	0.05	0.14	0.13	0.22	0.07	0.17	0.09	0.03	0.09	0.11	0.14	0.5
253	0.06	0.15	0.21	0.04	0.26	0.14	0.15	0.06	0.22	0.24	0.17	0.29	0.29	0.09	0.18	0.11	0.14	0.11	0.11	0.4	0.15	0.07	0.17	0.3	0.11	0.14	0.5
254	0.06	0.35	0.39	0.56	0.58	0.42	0.18	0.38	0.39	0.4	0.5	0.58	0.51	0.09	0.18	0.14	0.21	0.41	0.11	0.4	0.76	0.16	0.3	0.39	0.06	0.14	0.5
255	0.08	0.62	0.25	0.31	0.32	0.51	0.18	0.06	0.38	0.29	0.5	0.41	0.36	0.09	0.17	0.18	0.14	0.23	0.28	0.53	0.37	0.07	0.23	0.37	0.06	0.14	0.5
256	0.11	0.46	0.25	0.52	0.68	0.68	0.18	0.25	0.37	0.31	0.67	0.44	0.45	0.1	0.2	0.15	0.29	0.3	0.11	0.4	0.55	0.09	0.27	0.43	0.11	0.14	0.5
257	0.06	0.29	0.21	0.43	0.45	0.37	0.13	0.19	0.24	0.25	0.5	0.35	0.4	0.09	0.16	0.09	0.14	0.16	0.11	0.4	0.46	0.07	0.2	0.3	0.11	0.14	0.5
258	0.06	0.21	0.36	0.1	0.19	0.14	0.13	0.06	0.23	0.35	0.17	0.29	0.29	0.09	0.15	0.09	0.14	0.19	0.11	0.33	0.16	0.18	0.27	0.28	0.06	0.14	0.5
259	0.17	0.21	0.32	0.11	0.19	0.15	0.14	0.19	0.31	0.3	0.33	0.3	0.29	0.74	0.15	0.07	0.14	0.21	0.11	0.4	0.23	0.2	0.27	0.28	0.11	0.14	0.5
260	0.08	0.31	0.21	0.45	0.58	0.63	0.17	0.25	0.32	0.28	0.33	0.48	0.43	0.09	0.24	0.14	0.29	0.23	0.17	0.27	0.48	0.07	0.33	0.43	0.11	0.14	0.5
261	0.06	0.06	0.14	0.02	0.13	0.07	0.05	0.19	0.06	0.15	0.33	0.07	0.13	0.09	0.03	0.11	0.14	0.1	0.17	0.2	0.05	0.09	0.17	0.07	0.11	0.14	0.5
262	0.11	0.48	0.21	0.53	0.48	0.51	0.24	0.19	0.38	0.3	0.67	0.47	0.44	0.14	0.17	0.16	0.21	0.26	0.28	0.27	0.46	0.07	0.2	0.43	0.11	0.14	0.5
263	0.06	0.12	0.18	0.04	0.23	0.1	0.13	0.19	0.21	0.26	0.17	0.27	0.28	0.09	0.15	0.07	0.29	0.11	0.11	0.4	0.15	0.07	0.33	0.28	0.06	0.14	0.5
264	0.11	0.58	0.21	0.9	0.71	0.86	0.18	0.19	0.36	0.28	0.67	0.41	0.54	0.09	0.2	0.15	0.29	0.36	0.17	0.4	0.6	0.09	0.37	0.46	0.06	0.14	0.5
265	0.08	0.29	0.18	0.67	0.42	0.54	0.16	0.12	0.3	0.24	0.5	0.34	0.38	0.09	0.18	0.14	0.21	0.19	0.17	0.27	0.44	0.07	0.23	0.28	0.06	0.14	0.5
266	0.17	0.83	0.18	0.76	0.65	1.0	0.39	0.38	0.53	0.34	0.83	0.6	0.59	0.15	0.36	0.25	0.29	0.41	0.22	0.4	0.68	0.11	0.27	0.63	0.06	0.14	0.5
267	0.17	0.19	0.11	0.06	0.1	0.12	0.09	0.38	0.11	0.06	0.17	0.15	0.08	0.05	0.09	0.01	0.29	0.1	0.22	0.4	0.06	0.11	0.07	0.11	0.06	0.14	0.5
268	0.08	0.35	0.25	0.29	0.48	0.39	0.18	0.12	0.27	0.26	0.5	0.39	0.4	0.09	0.2	0.15	0.14	0.16	0.11	0.27	0.37	0.07	0.33	0.41	0.06	0.14	0.5
269	0.11	0.35	0.18	0.53	0.39	0.54	0.18	0.19	0.43	0.26	0.5	0.42	0.42	0.09	0.26	0.16	0.29	0.31	0.17	0.33	0.48	0.09	0.23	0.43	0.06	0.14	0.5
270	0.33	0.12	0.11	0.15	0.03	0.15	0.17	0.12	0.19	0.26	0.33	0.19	0.24	0.3	0.1	0.2	0.21	0.29	0.06	0.27	0.13	0.2	0.03	0.28	0.06	0.43	0.5
271	0.92	0.21	0.64	0.16	0.1	0.36	0.34	0.69	0.51	0.82	0.83	0.33	0.44	0.84	0.19	0.29	0.5	0.63	0.39	0.27	0.29	0.76	0.2	0.57	0.11	0.71	0.5
272	0.56	0.12	0.39	0.15	0.06	0.2	0.18	0.62	0.32	0.47	0.5	0.22	0.27	0.35	0.11	0.26	0.5	0.57	0.11	0.33	0.22	0.38	0.1	0.54	0.11	0.29	0.5
273	0.56	0.12	0.39	0.15	0.06	0.2	0.18	0.62	0.32	0.47	0.5	0.22	0.27	0.35	0.11	0.26	0.5	0.57	0.11	0.33	0.22	0.38	0.1	0.54	0.11	0.29	0.5
274	0.56	0.12	0.39	0.15	0.06	0.2	0.18	0.62	0.02	0.47	0.5	0.02	0.27	0.35	0.01	0.26	0.5	0.03	0.06	0.33	0.01	0.38	0.1	0.54	0.11	0.29	0.5
275	0.08	0.12	0.18	0.15	0.03	0.05	0.04	0.56	0.11	0.07	0.5	0.02	0.04	0.35	0.03	0.06	0.5	0.06	0.11	0.13	0.03	0.02	0.1	0.02	0.11	0.29	0.5
276	0.14	0.1	0.29	0.09	0.03	0.12	0.08	0.19	0.15	0.3	0.17	0.08	0.09	0.07	0.05	0.06	0.36	0.33	0.11	0.27	0.11	0.24	0.1	0.09	0.17	0.29	0.5
277	0.08	0.1	0.14	0.01	0.03	0.03	0.04	0.81	0.11	0.07	0.17	0.06	0.06	0.06	0.06	0.07	0.07	0.11	0.17	0.4	0.06	0.02	0.1	0.15	0.17	0.29	0.5
278	0.64	0.25	0.57	0.12	0.29	0.24	0.2	1.0	0.25	0.6	0.33	0.21	0.35	0.48	0.12	0.25	0.57	0.56	0.17	0.27	0.18	0.6	0.27	0.46	0.44	0.71	1.0
279	0.06	0.25	0.14	0.01	0.06	0.02	0.01	1.0	0.02	0.06	0.33	0.03	0.01	0.02	0.12	0.02	0.57	0.03	0.17	0.07	0.01	0.07	0.27	0.04	0.44	0.71	1.0
280	0.03	0.25	0.07	0.01	0.06	0.02	0.01	0.06	0.04	0.07	0.33	0.01	0.01	0.01	0.12	0.02	0.57	0.04	0.17	0.13	0.01	0.02	0.27	0.04	0.44	0.71	1.0
281	0.11	0.21	0.32	0.13	0.16	0.12	0.16	0.19	0.23	0.44	0.17	0.3	0.35	0.09	0.14	0.09	0.21	0.21	0.22	0.4	0.18	0.27	0.33	0.26	0.06	0.29	1.0
282	0.08	0.12	0.18	0.06	0.16	0.14	0.11	0.06	0.23	0.25	0.33	0.27	0.28	0.09	0.14	0.07	0.21	0.16	0.17	0.4	0.18	0.07	0.23	0.26	0.06	0.29	1.0
283	0.5	0.56	0.96	0.29	0.48	0.34	0.59	0.75	0.52	0.99	0.5	0.57	0.81	0.27	0.39	0.51	0.71	0.74	0.56	0.93	0.37	0.6	0.47	0.63	0.22	0.71	0.5
284	0.11	0.44	0.36	0.2	0.26	0.31	0.25	0.12	0.4	0.42	0.67	0.46	0.45	0.21	0.18	0.22	0.43	0.43	0.17	0.4	0.32	0.2	0.33	0.46	0.22	0.14	0.5
285	0.11	0.44	0.36	0.2	0.26	0.31	0.25	0.12	0.4	0.42	0.67	0.46	0.45	0.21	0.18	0.22	0.43	0.43	0.17	0.4	0.32	0.2	0.33	0.46	0.22	0.14	0.5
286	0.14	0.31	0.36	0.16	0.13	0.2	0.14	0.12	0.22	0.26	0.5	0.24	0.21	0.14	0.06	0.15	0.36	0.4	0.06	0.2	0.22	0.16	0.17	0.24	0.22	0.14	0.5
287	0.33	0.38	0.79	0.21	0.32	0.31	0.31	0.25	0.45	0.85	0.33	0.39	0.5	0.32	0.2	0.18	0.36	0.6	0.22	0.6	0.3	0.53	0.37	0.65	0.22	0.43	0.5
288	0.14	0.25	0.25	0.19	0.19	0.32	0.31	0.25	0.5	0.39	0.67	0.44	0.4	0.21	0.24	0.22	0.29	0.47	0.33	0.47	0.34	0.09	0.2	0.54	0.22	0.43	0.5
289	0.33	0.52	0.61	0.28	0.29	0.47	0.32	0.38	0.51	0.8	0.67	0.43	0.61	0.17	0.32	0.28	0.71	0.64	0.28	0.67	0.41	0.31	0.37	0.74	0.22	0.57	0.5
290	0.33	0.52	0.61	0.28	0.29	0.47	0.03	0.38	0.03	0.01	0.67	0.43	0.01	0.17	0.01	0.28	0.71	0.01	0.06	0.67	0.02	0.02	0.37	0.04	0.22	0.57	0.5
291	0.06	0.52	0.07	0.28	0.06	0.47	0.03	0.06	0.01	0.03	0.67	0.43	0.06	0.17	0.01	0.01	0.71	0.01	0.06	0.13	0.02	0.02	0.1	0.02	0.06	0.57	0.5
292	0.22	0.19	0.68	0.17	0.03	0.2	0.21	0.12	0.28	0.69	0.67	0.11	0.29	0.1	0.05	0.12	0.36	0.47	0.22	0.13	0.18	0.4	0.17	0.2	0.06	0.29	0.5
293	0.06	0.12	0.21	0.04	0.16	0.1	0.11	0.06	0.19	0.29	0.17	0.25	0.27	0.09	0.14	0.07	0.14	0.13	0.11	0.4	0.15	0.07	0.17	0.24	0.06	0.29	0.5
294	0.11	0.15	0.29	0.08	0.16	0.14	0.13	0.06	0.24	0.38	0.33	0.28	0.29	0.16	0.14	0.08	0.21	0.19	0.11	0.33	0.21	0.11	0.17	0.28	0.06	0.29	0.5
295	0.11	0.02	0.29	0.08	0.03	0.14	0.01	0.06	0.03	0.38	0.33	0.03	0.01	0.16	0.14	0.08	0.21	0.01	0.11	0.33	0.01	0.02	0.17	0.28	0.06	0.29	0.5
296	0.14	0.25	0.39	0.19	0.23	0.29	0.18	0.25	0.33	0.47	0.33	0.32	0.4	0.11	0.17	0.13	0.36	0.39	0.11	0.6	0.26	0.18	0.23	0.43	0.06	0.14	0.5
297	0.06	0.23	0.18	0.17	0.19	0.22	0.15	0.25	0.3	0.3	0.5	0.28	0.31	0.09	0.16	0.12	0.14	0.21	0.11	0.4	0.2	0.07	0.2	0.33	0.06	0.14	0.5
298	0.06	0.23	0.18	0.17	0.19	0.22	0.15	0.25	0.3	0.3	0.5	0.28	0.31	0.09	0.16	0.12	0.14	0.21	0.11	0.4	0.2	0.07	0.2	0.33	0.06	0.14	0.5
299	0.22	0.21	0.54	0.07	0.35	0.14	0.16	0.38	0.31	0.54	0.17	0.29	0.32	0.11	0.15	0.07	0.36	0.31	0.22	0.47	0.22	0.4	0.3	0.35	0.28	0.29	0.5
300	0.22	0.21	0.54	0.07	0.35	0.14	0.01	0.38	0.02	0.54	0.17	0.01	0.32	0.25	0.15	0.07	0.36	0.01	0.22	0.47	0.01	0.04	0.3	0.35	0.28	0.29	0.5
301	0.22	0.21	0.04	0.07	0.06	0.14	0.01	0.38	0.02	0.54	0.17	0.01	0.01	0.25	0.03	0.02	0.36	0.01	0.22	0.47	0.01	0.04	0.3	0.02	0.28	0.29	0.5
302	0.22	0.02	0.04	0.07	0.06	0.14	0.04	0.38	0.01	0.54	0.17	0.01	0.01	0.25	0.03	0.02	0.36	0.01	0.06	0.47	0.01	0.04	0.3	0.02	0.28	0.29	0.5
303	0.06	0.15	0.18	0.04	0.23	0.1	0.12	0.19	0.19	0.31	0.17	0.27	0.29	0.09	0.14	0.07	0.14	0.11	0.11	0.47	0.15	0.07	0.17	0.28	0.28	0.14	0.5
304	0.03	0.15	0.18	0.03	0.23	0.03	0.07	0.12	0.04	0.31	0.17	0.02	0.01	0.01	0.08	0.02	0.14	0.06	0.17	0.13	0.01	0.07	0.17	0.02	0.28	0.14	0.5
305	0.14	0.38	0.21	0.75	0.77	0.61	0.25	0.19	0.37	0.28	0.67	0.43	0.5	0.09	0.28	0.26	0.14	0.23	0.11	0.47	0.54	0.09	0.23	0.48	0.28	0.14	0.5
306	0.14	0.04	0.04	0.21	0.23	0.12	0.07	0.19	0.06	0.01	0.67	0.13	0.11	0.09	0.08	0.08	0.14	0.01	0.11	0.47	0.17	0.09	0.1	0.09	0.28	0.14	0.5
307	0.08	0.21	0.18	0.09	0.16	0.27	0.38	0.25	0.4	0.3	0.67	0.39	0.47	0.14	0.34	0.39	0.36	0.29	0.33	0.4	0.28	0.09	0.27	0.39	0.28	0.14	0.5
308	0.08	0.17	0.21	0.2	0.32	0.2	0.13	0.06	0.22	0.26	0.33	0.27	0.34	0.09	0.15	0.08	0.21	0.14	0.11	0.4	0.28	0.07	0.17	0.26	0.28	0.14	0.5
309	0.08	0.04	0.21	0.03	0.03	0.02	0.03	0.06	0.02	0.04	0.33	0.07	0.03	0.09	0.01	0.08	0.21	0.14	0.11	0.4	0.02	0.07	0.03	0.04	0.28	0.14	0.5
310	0.53	1.0	1.0	0.76	0.68	1.0	0.73	0.56	1.0	0.97	0.83	1.0	1.0	0.22	0.65	0.48	0.5	0.9	0.67	0.87	0.82	0.56	0.8	1.0	0.5	0.57	0.5
311	0.53	0.04	0.04	0.01	0.03	0.03	0.73	0.56	0.02	0.01	0.83	0.01	0.04	0.22	0.65	0.48	0.07	0.9	0.67	0.87	0.82	0.56	0.13	0.07	0.5	0.57	0.5
312	0.11	0.17	0.11	0.13	0.16	0.07	0.06	0.19	0.1	0.16	0.83	0.19	0.12	0.22	0.06	0.08	0.07	0.13	0.67	0.27	0.03	0.07	0.27	0.15	0.33	0.14	0.5
313	0.08	0.15	0.18	0.07	0.16	0.12	0.11	0.12	0.21	0.25	0.33	0.28	0.27	0.12	0.14	0.08	0.14	0.16	0.11	0.47	0.16	0.07	0.23	0.26	0.33	0.14	0.5
314	0.06	0.04	0.18	0.07	0.06	0.02	0.01	0.12	0.01	0.01	0.33	0.02	0.03	0.12	0.14	0.08	0.14	0.16	0.11	0.47	0.16	0.07	0.03	0.02	0.06	0.14	0.5
315	0.06	0.08	0.21	0.04	0.06	0.05	0.27	0.25	0.15	0.1	0.17	0.18	0.19	0.12	0.26	0.27	0.07	0.11	0.11	0.33	0.07	0.07	0.1	0.15	0.06	0.14	0.5
316	0.06	0.08	0.21	0.04	0.06	0.05	0.27	0.25	0.15	0.1	0.17	0.18	0.19	0.12	0.26	0.27	0.07	0.11	0.11	0.33	0.07	0.07	0.1	0.15	0.06	0.14	0.5
317	0.06	0.08	0.21	0.04	0.06	0.05	0.27	0.25	0.15	0.1	0.17	0.18	0.19	0.02	0.26	0.27	0.07	0.11	0.11	0.33	0.07	0.07	0.1	0.02	0.06	0.14	0.5
318	0.06	0.04	0.07	0.01	0.06	0.03	0.01	0.25	0.03	0.1	0.17	0.01	0.01	0.02	0.01	0.01	0.07	0.03	0.11	0.07	0.01	0.02	0.03	0.02	0.06	0.14	0.5
319	0.03	0.04	0.04	0.01	0.06	0.03	0.03	0.12	0.09	0.07	0.17	0.04	0.04	0.02	0.03	0.05	0.07	0.07	0.06	0.07	0.06	0.02	0.03	0.04	0.06	0.14	0.5
320	0.06	0.12	0.18	0.04	0.16	0.1	0.11	0.19	0.19	0.24	0.17	0.25	0.26	0.1	0.14	0.07	0.14	0.11	0.11	0.4	0.15	0.07	0.17	0.24	0.06	0.14	0.5
321	0.06	0.12	0.18	0.04	0.16	0.1	0.11	0.19	0.19	0.24	0.17	0.25	0.26	0.1	0.14	0.07	0.14	0.11	0.11	0.4	0.15	0.07	0.17	0.24	0.06	0.14	0.5
322	0.03	0.04	0.14	0.03	0.03	0.07	0.11	0.31	0.08	0.1	0.17	0.09	0.14	0.1	0.05	0.11	0.07	0.04	0.11	0.53	0.01	0.02	0.07	0.17	0.06	0.14	0.5
323	0.11	0.44	0.25	0.38	0.58	0.31	0.16	0.12	0.25	0.26	0.5	0.4	0.4	0.09	0.17	0.07	0.14	0.14	0.11	0.27	0.32	0.07	0.4	0.39	0.17	0.14	0.5
324	0.03	0.04	0.25	0.04	0.58	0.07	0.01	0.12	0.03	0.26	0.5	0.02	0.02	0.09	0.01	0.07	0.07	0.09	0.11	0.27	0.32	0.07	0.03	0.39	0.06	0.14	0.5
325	0.06	0.29	0.25	0.52	0.65	0.41	0.15	0.12	0.25	0.25	0.67	0.4	0.42	0.09	0.17	0.08	0.14	0.16	0.17	0.27	0.45	0.07	0.23	0.39	0.06	0.14	0.5
326	0.06	0.1	0.25	0.08	0.19	0.07	0.15	0.12	0.05	0.25	0.67	0.01	0.03	0.09	0.01	0.08	0.07	0.01	0.17	0.27	0.13	0.07	0.23	0.02	0.06	0.14	0.5
327	0.06	0.35	0.18	0.53	0.52	0.37	0.2	0.31	0.36	0.28	0.5	0.56	0.4	0.09	0.16	0.18	0.21	0.19	0.11	0.4	0.64	0.09	0.27	0.39	0.06	0.14	0.5
328	0.14	0.29	0.25	0.36	0.61	0.31	0.16	0.06	0.28	0.26	0.67	0.37	0.4	0.09	0.2	0.12	0.21	0.17	0.11	0.47	0.37	0.07	0.43	0.46	0.11	0.14	0.5
329	0.17	0.56	0.18	0.62	0.58	0.66	0.27	0.06	0.44	0.3	0.67	0.5	0.57	0.15	0.23	0.21	0.43	0.24	0.11	0.6	0.67	0.07	0.23	0.46	0.17	0.14	0.5
330	0.08	0.4	0.32	0.6	0.84	0.56	0.2	0.06	0.3	0.29	0.5	0.55	0.51	0.09	0.27	0.13	0.21	0.16	0.11	0.4	0.48	0.07	0.4	0.61	0.06	0.14	0.5
331	0.06	0.35	0.21	0.52	0.71	0.56	0.25	0.06	0.34	0.29	0.33	0.4	0.47	0.09	0.28	0.16	0.21	0.26	0.17	0.33	0.32	0.13	0.27	0.54	0.06	0.14	0.5
332	0.06	0.33	0.25	0.49	0.71	0.44	0.15	0.12	0.27	0.25	0.5	0.33	0.4	0.09	0.2	0.09	0.14	0.14	0.11	0.27	0.38	0.07	0.2	0.43	0.06	0.14	0.5
333	0.11	0.5	0.18	1.0	0.77	0.95	0.25	0.44	0.53	0.3	0.83	0.65	0.6	0.14	0.25	0.18	0.29	0.46	0.39	0.4	0.86	0.11	0.4	0.57	0.06	0.14	0.5
334	0.11	0.06	0.07	0.17	0.32	0.05	0.03	0.44	0.02	0.03	0.17	0.09	0.08	0.14	0.06	0.02	0.29	0.01	0.39	0.07	0.14	0.11	0.03	0.13	0.06	0.14	0.5
335	0.14	0.44	0.21	0.66	0.61	0.54	0.17	0.44	0.34	0.26	0.5	0.39	0.45	0.09	0.24	0.14	0.21	0.26	0.22	0.33	0.52	0.09	0.37	0.43	0.06	0.14	0.5
336	0.11	0.29	0.21	0.62	0.81	0.46	0.17	0.12	0.3	0.28	0.5	0.43	0.45	0.09	0.2	0.13	0.14	0.19	0.11	0.4	0.55	0.11	0.23	0.48	0.06	0.14	0.5
337	0.08	0.35	0.21	0.81	0.58	0.8	0.21	0.25	0.41	0.28	0.67	0.45	0.44	0.09	0.22	0.13	0.29	0.29	0.17	0.33	0.63	0.09	0.27	0.35	0.06	0.14	0.5
338	0.08	0.27	0.18	0.53	0.61	0.58	0.16	0.25	0.32	0.26	1.0	0.34	0.4	0.16	0.18	0.11	0.14	0.24	0.11	0.4	0.46	0.09	0.23	0.35	0.06	0.14	0.5
339	0.17	0.52	0.21	0.88	1.0	0.78	0.26	0.06	0.36	0.26	0.83	0.56	0.58	0.09	0.28	0.22	0.14	0.3	0.17	0.6	0.68	0.07	0.27	0.61	0.06	0.14	0.5
340	0.06	0.21	0.18	0.33	0.29	0.25	0.13	0.12	0.26	0.24	0.5	0.34	0.34	0.09	0.14	0.08	0.14	0.14	0.11	0.27	0.37	0.07	0.23	0.3	0.06	0.14	0.5
341	0.06	0.21	0.18	0.34	0.35	0.39	0.13	0.12	0.25	0.25	0.5	0.31	0.33	0.09	0.14	0.09	0.14	0.14	0.11	0.27	0.38	0.07	0.2	0.33	0.06	0.14	0.5
342	0.11	0.44	0.36	0.2	0.26	0.31	0.25	0.31	0.4	0.42	0.67	0.46	0.46	0.25	0.18	0.22	0.43	0.44	0.17	0.47	0.32	0.2	0.33	0.46	0.22	0.14	0.5
343	0.11	0.21	0.18	0.08	0.19	0.15	0.14	0.19	0.28	0.28	0.33	0.28	0.27	0.62	0.14	0.09	0.14	0.19	0.11	0.4	0.17	0.11	0.3	0.28	0.22	0.14	0.5
344	0.08	0.17	0.18	0.06	0.16	0.1	0.18	0.12	0.31	0.26	0.17	0.31	0.3	0.09	0.16	0.12	0.43	0.23	0.11	0.4	0.21	0.07	0.3	0.28	0.22	0.14	0.5
345	0.14	0.17	0.18	0.1	0.16	0.19	0.17	0.25	0.31	0.33	0.33	0.31	0.3	0.42	0.17	0.14	0.29	0.24	0.11	0.47	0.2	0.11	0.27	0.33	0.11	0.14	0.5
346	0.06	0.21	0.21	0.1	0.19	0.14	0.25	0.25	0.35	0.25	0.17	0.33	0.38	0.1	0.26	0.22	0.29	0.26	0.17	0.47	0.23	0.07	0.2	0.28	0.11	0.14	0.5
347	0.06	0.17	0.32	0.07	0.26	0.1	0.15	0.06	0.26	0.41	0.5	0.29	0.34	0.15	0.17	0.08	0.14	0.27	0.11	0.4	0.16	0.13	0.2	0.3	0.11	0.14	0.5
348	0.17	0.29	0.18	0.12	0.26	0.17	0.2	0.5	0.35	0.4	0.67	0.29	0.38	1.0	0.15	0.16	0.29	0.3	0.11	0.47	0.18	0.16	0.37	0.39	0.33	0.14	0.5
349	0.11	0.12	0.18	0.06	0.16	0.14	0.13	0.12	0.24	0.26	0.17	0.27	0.26	0.28	0.14	0.11	0.21	0.19	0.11	0.27	0.17	0.09	0.17	0.28	0.33	0.14	0.5
350	0.14	0.75	0.36	0.62	0.55	0.68	0.32	0.12	0.43	0.29	0.67	0.55	0.59	0.15	0.31	0.29	0.21	0.29	0.28	0.53	0.52	0.11	0.4	0.57	0.22	0.14	0.5
351	0.14	0.15	0.18	0.06	0.16	0.15	0.14	0.19	0.27	0.28	0.33	0.28	0.29	0.22	0.16	0.08	0.21	0.23	0.11	0.4	0.22	0.09	0.2	0.28	0.22	0.14	0.5
352	0.11	0.15	0.18	0.06	0.16	0.14	0.11	0.06	0.23	0.25	0.33	0.26	0.26	0.25	0.14	0.07	0.14	0.17	0.11	0.4	0.16	0.07	0.17	0.3	0.22	0.14	0.5
353	0.19	0.29	0.21	0.17	0.19	0.25	0.22	0.31	0.4	0.38	0.5	0.32	0.37	0.51	0.18	0.16	0.36	0.4	0.17	0.47	0.26	0.09	0.23	0.41	0.11	0.14	0.5
354	0.11	0.17	0.18	0.06	0.19	0.14	0.16	0.12	0.27	0.34	0.33	0.3	0.29	0.25	0.18	0.09	0.29	0.21	0.11	0.4	0.23	0.09	0.2	0.33	0.06	0.14	0.5
355	0.08	0.15	0.18	0.07	0.16	0.14	0.11	0.19	0.23	0.25	0.17	0.26	0.27	0.2	0.14	0.07	0.14	0.17	0.11	0.4	0.2	0.07	0.17	0.39	0.06	0.14	0.5
356	0.14	0.25	0.25	0.1	0.23	0.2	0.15	0.25	0.31	0.34	0.17	0.33	0.36	0.2	0.2	0.16	0.14	0.19	0.11	0.4	0.22	0.11	0.3	0.39	0.06	0.14	0.5
357	0.14	0.12	0.18	0.06	0.16	0.14	0.13	0.19	0.26	0.28	0.17	0.26	0.27	0.19	0.16	0.09	0.21	0.21	0.11	0.4	0.16	0.07	0.17	0.26	0.06	0.14	0.5
358	0.06	0.12	0.18	0.04	0.16	0.1	0.11	0.19	0.2	0.24	0.17	0.25	0.26	0.12	0.14	0.07	0.14	0.11	0.11	0.4	0.15	0.07	0.17	0.26	0.06	0.14	0.5
359	0.17	0.21	0.54	0.1	0.19	0.15	0.15	0.12	0.31	0.55	0.33	0.3	0.34	0.28	0.16	0.09	0.21	0.43	0.11	0.47	0.22	0.24	0.17	0.33	0.06	0.14	0.5
360	0.08	0.12	0.18	0.07	0.16	0.14	0.11	0.19	0.23	0.25	0.33	0.27	0.27	0.17	0.14	0.07	0.14	0.17	0.11	0.47	0.17	0.07	0.17	0.26	0.06	0.14	0.5
361	0.06	0.12	0.18	0.04	0.16	0.1	0.11	0.19	0.2	0.24	0.17	0.25	0.25	0.12	0.14	0.07	0.14	0.14	0.11	0.27	0.15	0.07	0.17	0.3	0.06	0.14	0.5
362	0.36	0.46	0.36	0.37	0.61	0.37	0.28	0.38	0.43	0.42	1.0	0.43	0.53	0.12	0.22	0.19	0.29	0.43	0.17	0.6	0.41	0.18	0.4	0.5	0.22	0.14	0.5
363	0.36	0.02	0.04	0.06	0.19	0.05	0.06	0.38	0.02	0.05	1.0	0.04	0.06	0.12	0.07	0.05	0.29	0.43	0.06	0.6	0.03	0.18	0.07	0.11	0.22	0.14	0.5
364	0.28	0.4	0.43	0.36	0.42	0.47	0.53	0.69	0.73	0.56	0.67	0.64	0.69	0.4	0.36	0.41	0.71	0.83	0.39	0.53	0.48	0.13	0.53	0.67	0.22	0.29	0.5
365	0.06	0.12	0.18	0.04	0.16	0.1	0.11	0.06	0.19	0.25	0.17	0.25	0.27	0.09	0.14	0.07	0.14	0.11	0.11	0.4	0.15	0.07	0.17	0.26	0.22	0.29	0.5
366	0.06	0.15	0.18	0.04	0.16	0.1	0.13	0.31	0.39	0.25	0.17	0.34	0.29	0.11	0.16	0.11	0.21	0.23	0.33	0.4	0.24	0.07	0.17	0.26	0.22	0.29	0.5
367	0.08	0.12	0.18	0.04	0.19	0.1	0.11	0.25	0.21	0.25	0.17	0.25	0.26	0.11	0.14	0.07	0.29	0.19	0.11	0.47	0.15	0.07	0.17	0.24	0.22	0.29	0.5
368	0.17	0.25	0.29	0.6	0.65	0.46	0.22	0.19	0.38	0.33	0.83	0.49	0.44	0.15	0.24	0.16	0.43	0.31	0.22	0.4	0.57	0.07	0.2	0.52	0.06	0.29	0.5
369	0.06	0.17	0.18	0.26	0.32	0.25	0.14	0.25	0.26	0.24	0.5	0.3	0.3	0.11	0.15	0.09	0.14	0.21	0.11	0.4	0.33	0.09	0.17	0.26	0.06	0.29	0.5
370	0.06	0.12	0.18	0.06	0.19	0.1	0.13	0.06	0.22	0.28	0.17	0.29	0.28	0.09	0.14	0.07	0.21	0.14	0.11	0.4	0.21	0.07	0.17	0.26	0.06	0.29	0.5
371	0.22	0.4	0.43	0.16	0.26	0.27	0.22	0.12	0.43	0.69	0.5	0.34	0.42	0.21	0.19	0.18	0.43	0.49	0.28	0.53	0.21	0.29	0.5	0.41	0.22	0.29	0.5
372	0.08	0.12	0.18	0.04	0.16	0.1	0.11	0.12	0.22	0.25	0.17	0.25	0.26	0.09	0.14	0.07	0.14	0.14	0.17	0.47	0.17	0.07	0.17	0.26	0.22	0.29	0.5
373	0.47	0.33	0.79	0.2	0.29	0.37	0.39	0.31	0.62	1.0	0.5	0.47	0.56	0.38	0.24	0.31	0.43	0.87	0.22	0.73	0.48	0.56	0.23	0.67	0.22	0.57	0.5
374	0.17	0.08	0.43	0.06	0.29	0.14	0.12	0.19	0.28	0.36	0.33	0.09	0.14	0.22	0.09	0.07	0.36	0.41	0.22	0.07	0.13	0.2	0.07	0.17	0.22	0.14	0.5
375	0.06	0.27	0.21	0.56	0.52	0.53	0.19	0.06	0.29	0.3	0.5	0.35	0.4	0.09	0.23	0.15	0.14	0.24	0.17	0.27	0.43	0.09	0.23	0.43	0.22	0.14	0.5
